family,genus,mobility,substrate,feeding,fixation,functional_reference,FGnum,min,org,base_op_s,base,base_mid,top_op_s,top,top_mid,op_base,op_base_mid,op_top_mid,op_top,gen_laztax,age,gen.surv,known_fossil_record
Galeommatoidea,Larissamya,mobile,commensal,suspension,byssate,"""Co-occurrence and density data suggest that L. comta may be associated with the ophuroid Amphiura fasciata."" - Oliver et al. 2017",33,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Lasaea,mobile,shallow_infaunal_siphonate,suspension,byssate,"most spp free living, but two or three spp with observed commensalisms -Huber 2015",11,NA,NA,Ypresian,56,51.9,Recent,0,0,56,51.9,0,0,FALSE,Rec,R,yes
Galeommatoidea,Leiochasmea,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""inside dead coral colonies"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Lepirodes,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living under stones, seagrass, reef flat -Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Lepton,mobile,commensal,suspension,byssate,type sp commensal with and attached to the underside of burrowing shrimps Upogebia stellata and Upogebia deltaura (Huber 2015),33,1,2.87,Albian_middle,108.83,106.75,Recent,0,0,108.83,106.75,0,0,FALSE,both,S,yes
Galeommatoidea,Levanderia,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""in coral bank"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Libratula,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""on corals in reef"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Lionelita,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living in ""shell sand"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Litigiella,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""from shell sand"" -Huber 2015",11,NA,NA,Serravallian,14,13,Recent,0,0,14,13,0,0,FALSE,Rec,R,yes
Galeommatoidea,Lozouetia,mobile,commensal,suspension,byssate,"host ""prob. commensal with polychaete worms, soft bottoms"" - Huber 2015",33,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Melliteryx,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""on mud and sandy areas"" -Huber 2015",11,NA,NA,Chattian_lower,28.1,26.835,Recent,0,0,28.1,26.835,0,0,FALSE,Rec,R,yes
Galeommatoidea,Montacuta,mobile,commensal,suspension,byssate,"approx. half of spp in genus observed to be commensal, rest free living -Huber 2015",33,NA,NA,Thanetian,59.2,57.6,Recent,0,0,59.2,57.6,0,0,FALSE,Rec,R,yes
Galeommatoidea,Montacutella,mobile,commensal,suspension,byssate,"host ""commensal, byssally attached, usually singly near the spines in the periproct of the spatangoid Brissus latecarinatus, buried 10-15 cm in coarse sand among corals, coral reefs"" - Huber 2015",33,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Montacutona,mobile,commensal,suspension,byssate,Morton 1980 descr commensal with burrowing anemomes for M. mutsuwanensis (as ceriantha); some might be free living acc. to Huber 2015,33,NA,NA,Burdigalian_upper,18.21,17.09,Recent,0,0,18.21,17.09,0,0,FALSE,Rec,R,yes
Galeommatoidea,Myllita,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living in ""shell sand"", one spp known from burrows of prawn -Huber 2015",11,NA,NA,Aquitanian_upper,21.74,21.09,Recent,0,0,21.74,21.09,0,0,FALSE,Rec,R,yes
Galeommatoidea,Myllitella,mobile,commensal,suspension,byssate,FG assignment interpolated from ~50:50 split of commensal to free-living among observed calls,33,NA,NA,Burdigalian_upper,18.21,17.09,Recent,0,0,18.21,17.09,0,0,FALSE,Rec,R,yes
Galeommatoidea,Mysella,mobile,shallow_infaunal_siphonate,suspension,byssate,"majority of spp free living, two with observed commensalisms; locomotion mentioned in Morton 1971 [Fimbria paper], citing Gage 1968 for Mysella cuneata.",11,NA,NA,Thanetian,59.2,57.6,Recent,0,0,59.2,57.6,0,0,FALSE,Rec,R,yes
Galeommatoidea,Neaeromya,mobile,commensal,suspension,byssate,commensal with sea stars and shrimp -Huber 2015,33,NA,NA,Tortonian-Messinian,12,8,Recent,0,0,12,8,0,0,FALSE,Rec,R,yes
Galeommatoidea,Nesobornia,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""in sand and mud, in sandy sediments"" - Huber 2015",11,NA,NA,Lutetian-Bartonian,47.8,42.8,Recent,0,0,47.8,42.8,0,0,FALSE,Rec,R,yes
Galeommatoidea,Nipponomontacuta,mobile,commensal,suspension,byssate,"host ""commensal, up to 3 specimens attached to the skin of the sea anemone Telemactis"" - Huber 2015",33,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Nipponomysella,mobile,shallow_infaunal_siphonate,suspension,byssate,"most spp free living, one commensal with bristle star -Huber 2015",11,NA,NA,Burdigalian_upper,18.21,17.09,Recent,0,0,18.21,17.09,0,0,FALSE,Rec,R,yes
Galeommatoidea,Nudiscintilla,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""under stones, attached to stones"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Ohshimaia,mobile,commensal,suspension,byssate,"host ""ectocommensal, adhering to the skin of the synaptid (holothurian) Protankyra bidentata, on mud"" - Huber 2015",33,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Orobitella,mobile,shallow_infaunal_siphonate,suspension,byssate,FG assignment interpolated from ~50:50 split of commensal to free-living among observed calls,11,NA,NA,Tortonian,11.63,9.44,Recent,0,0,11.63,9.44,0,0,FALSE,Rec,R,yes
Galeommatoidea,Parabornia,mobile,commensal,suspension,byssate,"host ""commensal, attached to ventral surface of the abdomen and thorax of mantis shrimp Lysiosquilla scabricauda"" - Huber 2015",33,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Paraborniola,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""under boulders, among rock and gravel"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Paramya,mobile,commensal,suspension,byssate,"""prob. commensal with echiurid worms"" - von Cosel & Gofas 2019; commensal w/echiurans, lives embedded in burrow walls, small juvs brooded on ventral mantle margin - Goto et al. 2017; see additional references supporting commensal lifestyle in Zhang et al. 2012",33,NA,NA,Langhian_lower,15.97,15.435,Recent,0,0,15.97,15.435,0,0,FALSE,Rec,R,yes
Galeommatoidea,Parvikellia,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""in shell sand"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Peregrinamor,mobile,commensal,suspension,byssate,"host ""commensal, attached to ventral side of the smaller shrimp Upogebia carinicauda, buried up to 40cm in sand flats"" - Huber 2015; see Shôji 1938, Kato & Itani 2000, 2009",33,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Phascoliophila,mobile,commensal,suspension,byssate,"host ""commensal, living in empty turrids, Apporhais, Cancellariaor Dentalium, occupied by the sipunculid Phascolion strombi"" - Huber 2015",33,NA,NA,Tortonian_upper,9.44,8.345,Recent,0,0,9.44,8.345,0,0,FALSE,Rec,R,yes
Galeommatoidea,Phlyctaenachlamys,mobile,commensal,suspension,byssate,"host ""byssally attached in or near the opening of the tube-burrows of the mantis shrimp Lysiosquilla maculata, deeply burried in sand flats"" - Huber 2015",33,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Physoida,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living on ""sandy bottoms with gravel"" - Huber 2015",11,NA,NA,Ypresian_lower,56,53.95,Recent,0,0,56,53.95,0,0,FALSE,Rec,R,yes
Galeommatoidea,Pileatona,mobile,commensal,suspension,byssate,FG assignment interpolated from ~50:50 split of commensal to free-living among observed calls,33,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Planktomya,mobile,shallow_infaunal_siphonate,suspension,byssate,FG assignment interpolated from ~50:50 split of commensal to free-living among observed calls,11,NA,NA,Pliocene,5.33,3.96,Recent,0,0,5.33,3.96,0,0,FALSE,Rec,R,yes
Galeommatoidea,Platomysia,mobile,commensal,suspension,byssate,FG assignment interpolated from ~50:50 split of commensal to free-living among observed calls,33,NA,NA,Pleistocene,2,1,Recent,0,0,2,1,0,0,FALSE,Rec,R,yes
Galeommatoidea,Pristes,mobile,commensal,suspension,byssate,"host ""commensal, byssally attached to the gill or girdle of large chitons Stenoplax conspicua and magdalenensis"" - Huber 2015",33,NA,NA,Piacenzian,3.6,3.095,Recent,0,0,3.6,3.095,0,0,FALSE,Rec,R,yes
Galeommatoidea,Pseudogaleomma,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""in tidal pools"" -Huber 2015",11,NA,NA,Pleistocene,2,1,Recent,0,0,2,1,0,0,FALSE,Rec,R,yes
Galeommatoidea,Pseudopythina,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living on ""sandy bottom"" -Huber 2015",11,NA,NA,Rupelian_lower,33.9,32.45,Recent,0,0,33.9,32.45,0,0,FALSE,Rec,R,yes
Galeommatoidea,Ptilomyax,mobile,commensal,suspension,byssate,"host ""likely commensal, associated with echinoid Pourtalesia heptneri"" - Huber 2015",33,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Pythina,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living in ""sand and mud"" - Huber 2015",11,NA,NA,Bartonian,41.2,39.5,Recent,0,0,41.2,39.5,0,0,FALSE,Rec,R,yes
Galeommatoidea,Pythinella,mobile,commensal,suspension,byssate,"host ""commensal in the aperture of a variety of gastropods, including members of Turridae, Olividae, and Pyramidellidae"" - Huber 2015",33,NA,NA,Zanclean,5.33,4.465,Recent,0,0,5.33,4.465,0,0,FALSE,Rec,R,yes
Galeommatoidea,Radobornia,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""under boulders and coral blocks, in sandy mud"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Rhamphidonta,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""buried up to 5 cm in sand by daylight, crawling by night"" OR host ""in association with enteropneust Glossobalanus"" - Huber 2015",11,NA,NA,Pleistocene,1.81,0.91,Recent,0,0,1.81,0.91,0,0,FALSE,Rec,R,yes
Galeommatoidea,Sagamikellia,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living in ""sheltered khors, near mangroves"" -Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Sagamiscintilla,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living in ""coarse sand and stones"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Salpocola,mobile,commensal,suspension,byssate,"host ""commensal, attached to the skin near the periproct of sipunculid Sipunculus nudus, coarse sand and stones"" - Huber 2015",33,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Saxicavella,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""burrowed or byssally attached in sediments, active crawler""; other spp nestled in cobbles or in burrows -Huber 2015",11,NA,NA,Thanetian,59.2,57.6,Recent,0,0,59.2,57.6,0,0,FALSE,Rec,R,yes
Galeommatoidea,Scacchia,mobile,commensal,suspension,byssate,"host ""in mud, commensal with larger burrowing invertebrates"" -Huber 2015",33,NA,NA,Ypresian,56,51.9,Recent,0,0,56,51.9,0,0,FALSE,Rec,R,yes
Galeommatoidea,Scintilla,mobile,shallow_infaunal_siphonate,suspension,byssate,most spp free living -Huber 2015,11,NA,NA,Ypresian_lower,56,53.95,Recent,0,0,56,53.95,0,0,FALSE,Rec,R,yes
Galeommatoidea,Scintillona,mobile,commensal,suspension,byssate,"host ""commensal, one or more specimen attached to the mud burrowing holothurian Trochodota dendyi, living in sandy mud, on sandflats"" - Huber 2015",33,NA,NA,Burdigalian_upper,18,17,Recent,0,0,18,17,0,0,FALSE,Rec,R,yes
Galeommatoidea,Scintillula,mobile,shallow_infaunal_siphonate,suspension,byssate,most spp free living -Huber 2015,11,NA,NA,Piacenzian,3.6,3.095,Recent,0,0,3.6,3.095,0,0,FALSE,Rec,R,yes
Galeommatoidea,Scioberetia,mobile,commensal,suspension,byssate,"host ""in the ambulacral zone of echinoids Tripylus excavatus"" - Huber 2015",33,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Solecardia,mobile,shallow_infaunal_siphonate,suspension,byssate,FG assignment interpolated from ~50:50 split of commensal to free-living among observed calls,11,NA,NA,Zanclean,5,4,Recent,0,0,5,4,0,0,FALSE,Rec,R,yes
Galeommatoidea,Spaniorinus,mobile,commensal,suspension,byssate,genus commensal/parasitic in Long & Zalasiewicz 2011:Appendix 5 on p. 64,33,1,2.75,Maastrichtian,72.1,69.05,Pleistocene,0.01,0.91,72.1,69.05,0.91,0.01,FALSE,Maas,S,yes
Galeommatoidea,Sportella,mobile,shallow_infaunal_siphonate,suspension,byssate,inferred as suspension feeding from literature in Poor & Rainer 1974,11,NA,NA,Danian_upper,64,63,Recent,0,0,64,63,0,0,FALSE,Rec,R,yes
Galeommatoidea,Syssitomya,mobile,commensal,suspension,byssate,"host ""commensal, byssally attached to the anal spines of echinoids Pourtalesia jeffreysi and miranda"" - Huber 2015; harbors chemosymbionts in Amano et al. 2022:268, citing Oliver et al. 2012.",33,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Tahunanuia,mobile,shallow_infaunal_siphonate,suspension,byssate,Ponder 1971; inferred as suspension feeding from literature in Poor & Rainer 1974,11,NA,NA,Aquitanian_upper,21.74,21.09,Recent,0,0,21.74,21.09,0,0,FALSE,Rec,R,yes
Galeommatoidea,Tellimya,mobile,commensal,suspension,byssate,"most spp free living, one commensal on echinoid -NA",33,NA,NA,Burdigalian_upper,18.21,17.09,Recent,0,0,18.21,17.09,0,0,FALSE,Rec,R,yes
Galeommatoidea,Thecodonta,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living in sand and mud, silty sand, inshore of the reef -Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Thraciokellia,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living in ""fine sand"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Thyreopsis,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""in/ on coral reefs"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Tomburchus,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living in ""submarine canyons, mud mixed with fine gravel, from stomachs of 'Dover sole'"" (Huber 2015)",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Troglodytoconcha,mobile,commensal,suspension,byssate,"host ""associated with sponges"" - Huber 2015",33,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Tryphomyax,mobile,shallow_infaunal_siphonate,suspension,byssate,FG assignment interpolated from ~50:50 split of commensal to free-living among observed calls,11,NA,NA,Piacenzian,4,3,Recent,0,0,4,3,0,0,FALSE,Rec,R,yes
Galeommatoidea,Turquetia,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""in sand"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Varotoga,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""among coral rubble, under dead Porites, under stones and rocks, in sand""; and free living in ""sheltered areas, under stones in mud"" OR host ""in the burrows of crab Pilumnopeus serratifrons"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Vasconiella,mobile,commensal,suspension,byssate,"host ""living in fine grey sand, commensal byssally attached to mantis shrimp Lysiosquilla eusebia"" - Huber 2015",33,NA,NA,Zanclean,5.33,4.465,Recent,0,0,5.33,4.465,0,0,FALSE,Rec,R,yes
Galeommatoidea,Vermitexta,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""on sandy and muddy bottom"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Waldo,mobile,commensal,suspension,byssate,all spp commensal with echinoids - Huber 2015,33,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Yamamotolepida,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living in ""rubble bottoms"" - Huber 2015",11,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Galeommatoidea,Zemyllita,mobile,shallow_infaunal_siphonate,suspension,byssate,"free living ""byssally attached to the underside of large stones, deeply embedded in black sand, not commensal"" - Huber 2015",11,NA,NA,Zanclean,5.33,4.465,Recent,0,0,5.33,4.465,0,0,FALSE,Rec,R,yes
Gastrochaenidae,Cucurbitula,immobile,borer,suspension,unattached,"Carter 1978 as obligatory semi-endolithic, with many recent species recorded as boring into shells and some echinoid tests (see refs in Savazzi 1982:279). Savazzi describes many individuals collected by Seilacher that were boring as juveniles and outgrowing the habit as adults; La Perna 2005:Fig. 3 as life habits ranging from semi-endolithic to free tube-dwelling; Mikkelsen & Bieler Fl Keys:270 as ""cemented and shallowly bored into the surfaces of other shells"", presum. citing Morton & Tseng 1982; Morton 2007:59 as ""crypt-dwelling""; Morton et al. 2011:Fig. 23 shows genus as boring into dead shell and capable of incremental growt to crypt, contra Rocellaria, but stays confined to host shell contra Eufistulana; Huber 2015 ""calcareous igloo-tube fixed to other shells"" but we do not take to be cemented given discussions in previous papers.",15,NA,NA,Ypresian_upper,51.9,49.85,Recent,0,0,51.9,49.85,0,0,FALSE,Rec,R,yes
Gastrochaenidae,Dufoichaena,immobile,borer,suspension,unattached,Huber 2015; Southern Synthesis,15,NA,NA,Danian_upper,63.8,62.7,Recent,0,0,63.8,62.7,0,0,FALSE,Rec,R,yes
Gastrochaenidae,Eufistulana,immobile,deep_infaunal_siphonate,suspension,unattached,"Morton 1983 and 1985:Fig 9; Huber 2015 Excel file says tube 100-275 mm, which also implies immobility",22,1,3,Campanian_lower,84,82,Recent,0,0,84,82,0,0,FALSE,both,S,yes
Gastrochaenidae,Gastrochaena,immobile,borer,suspension,unattached,Kay 1979,15,NA,NA,Ypresian_lower,56,53.95,Recent,0,0,56,53.95,0,0,FALSE,Rec,R,yes
Gastrochaenidae,Lamychaena,immobile,borer,suspension,unattached,Huber 2015; Morton et al. 2011:Fig. 5 show boring into Pinna shells (and other rocky substrates).,15,NA,NA,Chattian,28.1,25.565,Recent,0,0,28.1,25.565,0,0,FALSE,Rec,R,yes
Gastrochaenidae,Rocellaria,immobile,borer,suspension,unattached,Huber 2015; Southern Synthesis,15,1,3,Campanian_upper,75.93,74.015,Recent,0,0,75.93,74.015,0,0,FALSE,both,S,yes
Gastrochaenidae,Spengleria,immobile,borer,suspension,unattached,NMITA,15,NA,NA,Selandian,61.6,60.4,Recent,0,0,61.6,60.4,0,0,FALSE,Rec,R,yes
Gastrochaenidae,Spenglerichaena,immobile,borer,suspension,unattached,"as Spengleria apertissima (Deshayes, 1855) (=Spenglerichaena), ""found boring in living coral at southern entrance of Kungkrabaen Bay, and on offshore coral reefs"" -- Valentich-Scott 2008:214.",15,NA,NA,NA,0,0,NA,0,0,0,0,0,0,FALSE,Rec,R,no
Gastrochaenidae,Stenochaena,immobile,borer,suspension,unattached,boring in Carter et al. 2011:22,15,1,3,Kimmeridgian,157.3,154.7,Lutetian-Bartonian,37.8,42.8,157.3,154.7,42.8,37.8,FALSE,Maas,S,yes
Glauconomidae,Glauconome,mobile,deep_infaunal_siphonate,suspension,unattached,"Deep w/long siphons (Morton 1985 JEMBE), deep pallial sinus (S'n Synthsis)",5,NA,NA,Burdigalian_upper,18.21,17.09,Recent,0,0,18.21,17.09,0,0,FALSE,Rec,R,yes
Glossidae,Glossus,mobile,shallow_infaunal_siphonate,suspension,unattached,"Yonge 1976:190, ""Although more elaborately constructed, the siphons are as short as those of Arctica""; also as siphonate in Owen 1953, who Yonge oversaw.",3,NA,NA,Rupelian_lower,33.9,32.45,Recent,0,0,33.9,32.45,0,0,FALSE,Rec,R,yes
Glossidae,Meiocardia,mobile,shallow_infaunal_siphonate,suspension,unattached,"no pallial sinus, but short siphons shown by Matsukuma & Habe 1995",3,1,3,Maastrichtian,72.1,69.05,Recent,0,0,72.1,69.05,0,0,FALSE,both,S,yes
Glossidae,Miocardiopsis,mobile,shallow_infaunal_siphonate,suspension,unattached,as for Meiocardia,3,1,3,Cenomanian,100.5,97.2,Serravallian,11.6,12.7,100.5,97.2,12.7,11.6,FALSE,Maas,S,yes
Glycymerididae,Axinactis,mobile,infaunal_asiphonate,suspension,unattached,for family Glycymerididae,1,NA,NA,Rupelian,33.9,31,Recent,0,0,33.9,31,0,0,FALSE,Rec,R,yes
Glycymerididae,Axinola,mobile,infaunal_asiphonate,suspension,unattached,for family Glycymerididae,1,NA,NA,Chattian,28.1,25.565,Recent,0,0,28.1,25.565,0,0,FALSE,Rec,R,yes
