Type,Study,Site,Depth,Depth type,Age (Ma),Age Frame,Age (Ma relative to K-Pg),d18O,Temperature (deg C),?Temperature
,this study,ODP 1209,258.6425,rmcd adj,65.292,D.-T. et al. 2014,0.73,-0.75,12.76,1.4
,this study,ODP 1209,258.6525,rmcd adj,65.294,D.-T. et al. 2014,0.728,-0.59,12.04,0.68
,this study,ODP 1209,258.6625,rmcd adj,65.297,D.-T. et al. 2014,0.726,-0.662,12.36,1
,this study,ODP 1209,258.6725,rmcd adj,65.299,D.-T. et al. 2014,0.723,-0.696,12.51,1.15
,this study,ODP 1209,258.6825,rmcd adj,65.301,D.-T. et al. 2014,0.721,-0.694,12.5,1.14
,this study,ODP 1209,258.6925,rmcd adj,65.304,D.-T. et al. 2014,0.718,-0.776,12.87,1.52
,this study,ODP 1209,258.7025,rmcd adj,65.306,D.-T. et al. 2014,0.716,-0.771,12.85,1.49
,this study,ODP 1209,258.7125,rmcd adj,65.308,D.-T. et al. 2014,0.714,-0.88,13.35,1.99
,this study,ODP 1209,258.7225,rmcd adj,65.311,D.-T. et al. 2014,0.711,-0.846,13.19,1.83
,this study,ODP 1209,258.7325,rmcd adj,65.313,D.-T. et al. 2014,0.709,-0.963,13.73,2.37
,this study,ODP 1209,258.7425,rmcd adj,65.315,D.-T. et al. 2014,0.707,-0.925,13.56,2.2
,this study,ODP 1209,258.7525,rmcd adj,65.318,D.-T. et al. 2014,0.704,-1.017,13.97,2.61
,this study,ODP 1209,258.7625,rmcd adj,65.32,D.-T. et al. 2014,0.702,-0.951,13.67,2.31
,this study,ODP 1209,258.7725,rmcd adj,65.323,D.-T. et al. 2014,0.7,-0.929,13.57,2.21
,this study,ODP 1209,258.7825,rmcd adj,65.325,D.-T. et al. 2014,0.697,-0.949,13.66,2.3
,this study,ODP 1209,258.7925,rmcd adj,65.327,D.-T. et al. 2014,0.695,-0.98,13.8,2.44
,this study,ODP 1209,258.8025,rmcd adj,65.33,D.-T. et al. 2014,0.692,-0.939,13.62,2.26
,this study,ODP 1209,258.8125,rmcd adj,65.334,D.-T. et al. 2014,0.688,-0.919,13.53,2.17
,this study,ODP 1209,258.8225,rmcd adj,65.338,D.-T. et al. 2014,0.684,-1.011,13.95,2.59
,this study,ODP 1209,258.8325,rmcd adj,65.342,D.-T. et al. 2014,0.68,-1.018,13.98,2.62
,this study,ODP 1209,258.8525,rmcd adj,65.35,D.-T. et al. 2014,0.672,-0.999,13.89,2.53
,this study,ODP 1209,258.8625,rmcd adj,65.354,D.-T. et al. 2014,0.668,-1.126,14.47,3.11
,this study,ODP 1209,258.8725,rmcd adj,65.358,D.-T. et al. 2014,0.664,-1.023,14,2.64
,this study,ODP 1209,258.8825,rmcd adj,65.362,D.-T. et al. 2014,0.66,-0.899,13.43,2.07
,this study,ODP 1209,258.8925,rmcd adj,65.366,D.-T. et al. 2014,0.656,-0.857,13.25,1.89
,this study,ODP 1209,258.9025,rmcd adj,65.37,D.-T. et al. 2014,0.652,-0.791,12.94,1.58
,this study,ODP 1209,258.9125,rmcd adj,65.374,D.-T. et al. 2014,0.648,-0.874,13.32,1.96
,this study,ODP 1209,258.9225,rmcd adj,65.378,D.-T. et al. 2014,0.644,-0.829,13.12,1.76
,this study,ODP 1209,258.9325,rmcd adj,65.383,D.-T. et al. 2014,0.639,-0.836,13.15,1.79
,this study,ODP 1209,258.9425,rmcd adj,65.387,D.-T. et al. 2014,0.635,-0.834,13.14,1.78
,this study,ODP 1209,258.9525,rmcd adj,65.391,D.-T. et al. 2014,0.631,-0.803,13,1.64
,this study,ODP 1209,258.9625,rmcd adj,65.395,D.-T. et al. 2014,0.627,-0.831,13.12,1.77
,this study,ODP 1209,258.9725,rmcd adj,65.399,D.-T. et al. 2014,0.623,-0.813,13.05,1.69
,this study,ODP 1209,258.9825,rmcd adj,65.403,D.-T. et al. 2014,0.619,-0.803,13,1.64
,this study,ODP 1209,258.9925,rmcd adj,65.407,D.-T. et al. 2014,0.615,-0.856,13.24,1.88
,this study,ODP 1209,259.0025,rmcd adj,65.411,D.-T. et al. 2014,0.611,-0.808,13.02,1.66
,this study,ODP 1209,259.0125,rmcd adj,65.415,D.-T. et al. 2014,0.607,-0.811,13.03,1.67
,this study,ODP 1209,259.0225,rmcd adj,65.419,D.-T. et al. 2014,0.603,-0.828,13.11,1.75
,this study,ODP 1209,259.0325,rmcd adj,65.423,D.-T. et al. 2014,0.599,-0.83,13.12,1.76
,this study,ODP 1209,259.0425,rmcd adj,65.427,D.-T. et al. 2014,0.595,-0.763,12.82,1.46
,this study,ODP 1209,259.0525,rmcd adj,65.431,D.-T. et al. 2014,0.591,-0.76,12.8,1.44
,this study,ODP 1209,259.0625,rmcd adj,65.434,D.-T. et al. 2014,0.588,-0.846,13.2,1.84
,this study,ODP 1209,259.0725,rmcd adj,65.436,D.-T. et al. 2014,0.586,-0.849,13.21,1.85
,this study,ODP 1209,259.0825,rmcd adj,65.438,D.-T. et al. 2014,0.584,-0.763,12.82,1.46
,this study,ODP 1209,259.0925,rmcd adj,65.439,D.-T. et al. 2014,0.583,-0.763,12.82,1.46
,this study,ODP 1209,259.1025,rmcd adj,65.441,D.-T. et al. 2014,0.581,-0.766,12.83,1.47
,this study,ODP 1209,259.1125,rmcd adj,65.442,D.-T. et al. 2014,0.58,-0.734,12.68,1.33
,this study,ODP 1209,259.1225,rmcd adj,65.444,D.-T. et al. 2014,0.578,-0.806,13.01,1.65
,this study,ODP 1209,259.1325,rmcd adj,65.446,D.-T. et al. 2014,0.576,-0.713,12.59,1.23
,this study,ODP 1209,259.1425,rmcd adj,65.447,D.-T. et al. 2014,0.575,-0.528,11.76,0.4
,this study,ODP 1209,259.1525,rmcd adj,65.449,D.-T. et al. 2014,0.573,-0.434,11.33,-0.03
,this study,ODP 1209,259.1625,rmcd adj,65.45,D.-T. et al. 2014,0.572,-0.619,12.17,0.81
,this study,ODP 1209,259.1725,rmcd adj,65.452,D.-T. et al. 2014,0.57,-0.545,11.83,0.47
,this study,ODP 1209,259.1825,rmcd adj,65.454,D.-T. et al. 2014,0.568,-0.406,11.21,-0.15
,this study,ODP 1209,259.1925,rmcd adj,65.455,D.-T. et al. 2014,0.567,-0.394,11.15,-0.21
,this study,ODP 1209,259.2025,rmcd adj,65.457,D.-T. et al. 2014,0.565,-0.417,11.25,-0.11
,this study,ODP 1209,259.2125,rmcd adj,65.458,D.-T. et al. 2014,0.564,-0.429,11.31,-0.05
,this study,ODP 1209,259.2225,rmcd adj,65.46,D.-T. et al. 2014,0.562,-0.348,10.94,-0.41
,this study,ODP 1209,259.2325,rmcd adj,65.462,D.-T. et al. 2014,0.56,-0.429,11.31,-0.05
,this study,ODP 1209,259.2425,rmcd adj,65.463,D.-T. et al. 2014,0.559,-0.506,11.65,0.29
,this study,ODP 1209,259.2525,rmcd adj,65.465,D.-T. et al. 2014,0.557,-0.381,11.09,-0.27
,this study,ODP 1209,259.2625,rmcd adj,65.466,D.-T. et al. 2014,0.556,-0.339,10.9,-0.46
,this study,ODP 1209,259.2725,rmcd adj,65.468,D.-T. et al. 2014,0.554,-0.382,11.1,-0.26
,this study,ODP 1209,259.2825,rmcd adj,65.47,D.-T. et al. 2014,0.552,-0.425,11.29,-0.07
,this study,ODP 1209,259.2925,rmcd adj,65.471,D.-T. et al. 2014,0.551,-0.457,11.43,0.08
,this study,ODP 1209,259.3025,rmcd adj,65.473,D.-T. et al. 2014,0.549,-0.432,11.32,-0.04
,this study,ODP 1209,259.3125,rmcd adj,65.474,D.-T. et al. 2014,0.548,-0.506,11.65,0.29
,this study,ODP 1209,259.3225,rmcd adj,65.476,D.-T. et al. 2014,0.546,-0.522,11.73,0.37
,this study,ODP 1209,259.3325,rmcd adj,65.478,D.-T. et al. 2014,0.544,-0.466,11.47,0.11
,this study,ODP 1209,259.3425,rmcd adj,65.479,D.-T. et al. 2014,0.543,-0.575,11.97,0.61
,this study,ODP 1209,259.3525,rmcd adj,65.481,D.-T. et al. 2014,0.541,-0.503,11.64,0.28
,this study,ODP 1209,259.3625,rmcd adj,65.483,D.-T. et al. 2014,0.539,-0.596,12.06,0.7
,this study,ODP 1209,259.3725,rmcd adj,65.484,D.-T. et al. 2014,0.538,-0.587,12.02,0.66
,this study,ODP 1209,259.3825,rmcd adj,65.486,D.-T. et al. 2014,0.536,-0.576,11.97,0.61
,this study,ODP 1209,259.3925,rmcd adj,65.487,D.-T. et al. 2014,0.535,-0.574,11.96,0.6
,this study,ODP 1209,259.4025,rmcd adj,65.489,D.-T. et al. 2014,0.533,-0.601,12.08,0.73
,this study,ODP 1209,259.4125,rmcd adj,65.491,D.-T. et al. 2014,0.531,-0.623,12.18,0.82
,this study,ODP 1209,259.4225,rmcd adj,65.492,D.-T. et al. 2014,0.53,-0.618,12.16,0.8
,this study,ODP 1209,259.4325,rmcd adj,65.494,D.-T. et al. 2014,0.528,-0.686,12.47,1.11
,this study,ODP 1209,259.4425,rmcd adj,65.495,D.-T. et al. 2014,0.527,-0.66,12.35,0.99
,this study,ODP 1209,259.4525,rmcd adj,65.497,D.-T. et al. 2014,0.525,-0.584,12.01,0.65
,this study,ODP 1209,259.4625,rmcd adj,65.499,D.-T. et al. 2014,0.523,-0.64,12.26,0.9
,this study,ODP 1209,259.4725,rmcd adj,65.5,D.-T. et al. 2014,0.522,-0.559,11.89,0.53
,this study,ODP 1209,259.4825,rmcd adj,65.502,D.-T. et al. 2014,0.52,-0.605,12.1,0.74
,this study,ODP 1209,259.4925,rmcd adj,65.503,D.-T. et al. 2014,0.519,-0.519,11.71,0.35
,this study,ODP 1209,259.5025,rmcd adj,65.505,D.-T. et al. 2014,0.517,-0.533,11.78,0.42
,this study,ODP 1209,259.5125,rmcd adj,65.507,D.-T. et al. 2014,0.515,-0.569,11.94,0.58
,this study,ODP 1209,259.5225,rmcd adj,65.508,D.-T. et al. 2014,0.514,-0.516,11.7,0.34
,this study,ODP 1209,259.5325,rmcd adj,65.51,D.-T. et al. 2014,0.512,-0.528,11.75,0.39
,this study,ODP 1209,259.5425,rmcd adj,65.511,D.-T. et al. 2014,0.511,-0.497,11.61,0.25
,this study,ODP 1209,259.5525,rmcd adj,65.513,D.-T. et al. 2014,0.509,-0.527,11.75,0.39
,this study,ODP 1209,259.5625,rmcd adj,65.515,D.-T. et al. 2014,0.507,-0.44,11.36,0
,this study,ODP 1209,259.5725,rmcd adj,65.516,D.-T. et al. 2014,0.506,-0.46,11.45,0.09
,this study,ODP 1209,259.5825,rmcd adj,65.518,D.-T. et al. 2014,0.504,-0.214,10.35,-1.01
,this study,ODP 1209,259.5925,rmcd adj,65.519,D.-T. et al. 2014,0.503,-0.244,10.48,-0.88
,this study,ODP 1209,259.6025,rmcd adj,65.521,D.-T. et al. 2014,0.501,-0.222,10.38,-0.98
,this study,ODP 1209,259.6125,rmcd adj,65.523,D.-T. et al. 2014,0.499,-0.278,10.63,-0.73
,this study,ODP 1209,259.6225,rmcd adj,65.524,D.-T. et al. 2014,0.498,-0.224,10.39,-0.97
,this study,ODP 1209,259.6325,rmcd adj,65.526,D.-T. et al. 2014,0.496,-0.142,10.03,-1.33
,this study,ODP 1209,259.6425,rmcd adj,65.528,D.-T. et al. 2014,0.494,-0.206,10.31,-1.05
,this study,ODP 1209,259.6525,rmcd adj,65.53,D.-T. et al. 2014,0.492,-0.137,10,-1.36
,this study,ODP 1209,259.6625,rmcd adj,65.533,D.-T. et al. 2014,0.489,-0.275,10.62,-0.74
,this study,ODP 1209,259.6725,rmcd adj,65.535,D.-T. et al. 2014,0.487,-0.301,10.73,-0.63
,this study,ODP 1209,259.6825,rmcd adj,65.537,D.-T. et al. 2014,0.485,-0.242,10.47,-0.89
,this study,ODP 1209,259.6925,rmcd adj,65.54,D.-T. et al. 2014,0.482,-0.232,10.43,-0.93
,this study,ODP 1209,259.7025,rmcd adj,65.542,D.-T. et al. 2014,0.48,-0.195,10.26,-1.1
,this study,ODP 1209,259.7025,rmcd adj,65.542,D.-T. et al. 2014,0.48,-0.468,11.48,0.12
,this study,ODP 1209,259.7125,rmcd adj,65.545,D.-T. et al. 2014,0.477,-0.289,10.68,-0.68
,this study,ODP 1209,259.7225,rmcd adj,65.547,D.-T. et al. 2014,0.475,-0.191,10.25,-1.11
,this study,ODP 1209,259.7325,rmcd adj,65.55,D.-T. et al. 2014,0.472,-0.184,10.22,-1.14
,this study,ODP 1209,259.7425,rmcd adj,65.552,D.-T. et al. 2014,0.47,-0.322,10.83,-0.53
,this study,ODP 1209,259.7525,rmcd adj,65.555,D.-T. et al. 2014,0.467,-0.311,10.78,-0.58
,this study,ODP 1209,259.7625,rmcd adj,65.557,D.-T. et al. 2014,0.465,-0.269,10.59,-0.77
,this study,ODP 1209,259.7725,rmcd adj,65.56,D.-T. et al. 2014,0.462,-0.281,10.64,-0.72
,this study,ODP 1209,259.7825,rmcd adj,65.562,D.-T. et al. 2014,0.46,-0.355,10.98,-0.38
,this study,ODP 1209,259.7925,rmcd adj,65.565,D.-T. et al. 2014,0.457,-0.341,10.91,-0.45
,this study,ODP 1209,259.8025,rmcd adj,65.567,D.-T. et al. 2014,0.455,-0.385,11.11,-0.25
,this study,ODP 1209,259.8125,rmcd adj,65.57,D.-T. et al. 2014,0.452,-0.256,10.53,-0.82
,this study,ODP 1209,259.8225,rmcd adj,65.572,D.-T. et al. 2014,0.45,-0.221,10.38,-0.98
,this study,ODP 1209,259.8325,rmcd adj,65.574,D.-T. et al. 2014,0.448,-0.228,10.41,-0.95
,this study,ODP 1209,259.8425,rmcd adj,65.577,D.-T. et al. 2014,0.445,0.015,9.33,-2.03
,this study,ODP 1209,259.8525,rmcd adj,65.579,D.-T. et al. 2014,0.443,-0.053,9.63,-1.73
,this study,ODP 1209,259.8625,rmcd adj,65.582,D.-T. et al. 2014,0.44,-0.039,9.57,-1.79
,this study,ODP 1209,259.8725,rmcd adj,65.584,D.-T. et al. 2014,0.438,-0.074,9.73,-1.63
,this study,ODP 1209,259.8825,rmcd adj,65.587,D.-T. et al. 2014,0.435,-0.078,9.74,-1.62
,this study,ODP 1209,259.8925,rmcd adj,65.589,D.-T. et al. 2014,0.433,-0.091,9.8,-1.56
,this study,ODP 1209,259.9025,rmcd adj,65.592,D.-T. et al. 2014,0.43,-0.12,9.93,-1.43
,this study,ODP 1209,259.9125,rmcd adj,65.594,D.-T. et al. 2014,0.428,-0.185,10.22,-1.14
,this study,ODP 1209,259.9225,rmcd adj,65.597,D.-T. et al. 2014,0.425,-0.262,10.56,-0.8
,this study,ODP 1209,259.9325,rmcd adj,65.599,D.-T. et al. 2014,0.423,-0.355,10.98,-0.38
,this study,ODP 1209,259.9425,rmcd adj,65.603,D.-T. et al. 2014,0.419,-0.392,11.14,-0.22
,this study,ODP 1209,259.9525,rmcd adj,65.609,D.-T. et al. 2014,0.413,-0.272,10.61,-0.75
,this study,ODP 1209,259.9625,rmcd adj,65.616,D.-T. et al. 2014,0.406,-0.356,10.98,-0.38
,this study,ODP 1209,259.9725,rmcd adj,65.623,D.-T. et al. 2014,0.399,-0.361,11,-0.36
,this study,ODP 1209,259.9825,rmcd adj,65.629,D.-T. et al. 2014,0.393,-0.458,11.44,0.08
,this study,ODP 1209,259.9925,rmcd adj,65.636,D.-T. et al. 2014,0.386,-0.513,11.69,0.33
,this study,ODP 1209,260.0025,rmcd adj,65.642,D.-T. et al. 2014,0.38,-0.651,12.31,0.95
,this study,ODP 1209,260.0125,rmcd adj,65.649,D.-T. et al. 2014,0.373,-0.665,12.37,1.01
,this study,ODP 1209,260.0225,rmcd adj,65.656,D.-T. et al. 2014,0.366,-0.584,12.01,0.65
,this study,ODP 1209,260.0325,rmcd adj,65.662,D.-T. et al. 2014,0.36,-0.718,12.61,1.25
,this study,ODP 1209,260.0425,rmcd adj,65.669,D.-T. et al. 2014,0.353,-0.645,12.28,0.92
,this study,ODP 1209,260.0525,rmcd adj,65.676,D.-T. et al. 2014,0.346,-0.549,11.85,0.49
,this study,ODP 1209,260.0625,rmcd adj,65.682,D.-T. et al. 2014,0.34,-0.603,12.09,0.73
,this study,ODP 1209,260.0725,rmcd adj,65.689,D.-T. et al. 2014,0.333,-0.672,12.4,1.04
,this study,ODP 1209,260.0825,rmcd adj,65.695,D.-T. et al. 2014,0.327,-0.674,12.41,1.05
,this study,ODP 1209,260.0925,rmcd adj,65.702,D.-T. et al. 2014,0.32,-0.67,12.4,1.04
,this study,ODP 1209,260.1025,rmcd adj,65.707,D.-T. et al. 2014,0.315,-0.72,12.62,1.26
,this study,ODP 1209,260.1125,rmcd adj,65.709,D.-T. et al. 2014,0.313,-0.686,12.47,1.11
,this study,ODP 1209,260.1225,rmcd adj,65.711,D.-T. et al. 2014,0.311,-0.76,12.8,1.44
,this study,ODP 1209,260.1325,rmcd adj,65.713,D.-T. et al. 2014,0.309,-0.763,12.82,1.46
,this study,ODP 1209,260.1525,rmcd adj,65.717,D.-T. et al. 2014,0.305,-0.803,13,1.64
,this study,ODP 1209,260.1625,rmcd adj,65.719,D.-T. et al. 2014,0.303,-0.764,12.82,1.46
,this study,ODP 1209,260.1725,rmcd adj,65.721,D.-T. et al. 2014,0.301,-0.517,11.7,0.34
,this study,ODP 1209,260.1825,rmcd adj,65.722,D.-T. et al. 2014,0.3,-0.577,11.97,0.61
,this study,ODP 1209,260.1925,rmcd adj,65.724,D.-T. et al. 2014,0.298,-0.617,12.16,0.8
,this study,ODP 1209,260.2025,rmcd adj,65.726,D.-T. et al. 2014,0.296,-0.582,12,0.64
,this study,ODP 1209,260.2125,rmcd adj,65.728,D.-T. et al. 2014,0.294,-0.597,12.07,0.71
,this study,ODP 1209,260.2225,rmcd adj,65.73,D.-T. et al. 2014,0.292,-0.624,12.19,0.83
,this study,ODP 1209,260.2325,rmcd adj,65.732,D.-T. et al. 2014,0.29,-0.54,11.81,0.45
,this study,ODP 1209,260.2425,rmcd adj,65.734,D.-T. et al. 2014,0.288,-0.588,12.02,0.66
,this study,ODP 1209,260.2525,rmcd adj,65.736,D.-T. et al. 2014,0.286,-0.52,11.72,0.36
,this study,ODP 1209,260.2625,rmcd adj,65.737,D.-T. et al. 2014,0.285,-0.484,11.56,0.2
,this study,ODP 1209,260.2725,rmcd adj,65.739,D.-T. et al. 2014,0.283,-0.627,12.2,0.84
,this study,ODP 1209,260.2825,rmcd adj,65.741,D.-T. et al. 2014,0.281,-0.561,11.9,0.54
,this study,ODP 1209,260.2925,rmcd adj,65.743,D.-T. et al. 2014,0.279,-0.515,11.7,0.34
,this study,ODP 1209,260.3025,rmcd adj,65.745,D.-T. et al. 2014,0.277,-0.634,12.23,0.87
,this study,ODP 1209,260.3125,rmcd adj,65.747,D.-T. et al. 2014,0.275,-0.505,11.65,0.29
,this study,ODP 1209,260.3225,rmcd adj,65.749,D.-T. et al. 2014,0.273,-0.494,11.6,0.24
,this study,ODP 1209,260.3325,rmcd adj,65.751,D.-T. et al. 2014,0.271,-0.53,11.76,0.4
,this study,ODP 1209,260.3425,rmcd adj,65.752,D.-T. et al. 2014,0.27,-0.541,11.81,0.45
,this study,ODP 1209,260.3525,rmcd adj,65.754,D.-T. et al. 2014,0.268,-0.586,12.02,0.66
,this study,ODP 1209,260.3625,rmcd adj,65.756,D.-T. et al. 2014,0.266,-0.523,11.73,0.37
,this study,ODP 1209,260.3725,rmcd adj,65.758,D.-T. et al. 2014,0.264,-0.5,11.63,0.27
,this study,ODP 1209,260.3825,rmcd adj,65.76,D.-T. et al. 2014,0.262,-0.468,11.48,0.12
,this study,ODP 1209,260.3925,rmcd adj,65.762,D.-T. et al. 2014,0.26,-0.488,11.57,0.21
,this study,ODP 1209,260.4025,rmcd adj,65.764,D.-T. et al. 2014,0.258,-0.521,11.72,0.36
,this study,ODP 1209,260.4125,rmcd adj,65.766,D.-T. et al. 2014,0.256,-0.493,11.59,0.24
,this study,ODP 1209,260.4325,rmcd adj,65.769,D.-T. et al. 2014,0.253,-0.578,11.98,0.62
,this study,ODP 1209,260.4425,rmcd adj,65.771,D.-T. et al. 2014,0.251,-0.626,12.2,0.84
,this study,ODP 1209,260.4525,rmcd adj,65.773,D.-T. et al. 2014,0.249,-0.687,12.47,1.11
,this study,ODP 1209,260.4625,rmcd adj,65.775,D.-T. et al. 2014,0.247,-0.711,12.58,1.22
,this study,ODP 1209,260.4725,rmcd adj,65.777,D.-T. et al. 2014,0.245,-0.711,12.58,1.22
,this study,ODP 1209,260.5425,rmcd adj,65.79,D.-T. et al. 2014,0.232,-0.734,12.69,1.33
,this study,ODP 1209,260.5525,rmcd adj,65.792,D.-T. et al. 2014,0.23,-0.78,12.9,1.54
,this study,ODP 1209,260.5625,rmcd adj,65.794,D.-T. et al. 2014,0.228,-0.914,13.51,2.15
,this study,ODP 1209,260.5725,rmcd adj,65.796,D.-T. et al. 2014,0.226,-0.825,13.1,1.74
,this study,ODP 1209,260.5825,rmcd adj,65.797,D.-T. et al. 2014,0.225,-0.798,12.98,1.62
,this study,ODP 1209,260.5925,rmcd adj,65.799,D.-T. et al. 2014,0.223,-0.796,12.97,1.61
,this study,ODP 1209,260.6025,rmcd adj,65.801,D.-T. et al. 2014,0.221,-0.828,13.11,1.75
,this study,ODP 1209,260.6125,rmcd adj,65.803,D.-T. et al. 2014,0.219,-0.82,13.07,1.71
,this study,ODP 1209,260.6225,rmcd adj,65.805,D.-T. et al. 2014,0.217,-0.813,13.04,1.68
,this study,ODP 1209,260.6325,rmcd adj,65.807,D.-T. et al. 2014,0.215,-0.854,13.23,1.87
,this study,ODP 1209,260.6425,rmcd adj,65.809,D.-T. et al. 2014,0.213,-0.755,12.78,1.42
,this study,ODP 1209,260.6525,rmcd adj,65.811,D.-T. et al. 2014,0.211,-0.797,12.97,1.61
,this study,ODP 1209,260.6625,rmcd adj,65.813,D.-T. et al. 2014,0.209,-0.798,12.97,1.62
,this study,ODP 1209,260.6725,rmcd adj,65.815,D.-T. et al. 2014,0.207,-0.818,13.07,1.71
,this study,ODP 1209,260.6825,rmcd adj,65.817,D.-T. et al. 2014,0.205,-0.787,12.93,1.57
,this study,ODP 1209,260.6925,rmcd adj,65.819,D.-T. et al. 2014,0.203,-0.749,12.75,1.4
,this study,ODP 1209,260.7025,rmcd adj,65.821,D.-T. et al. 2014,0.201,-0.771,12.85,1.49
,this study,ODP 1209,260.7125,rmcd adj,65.823,D.-T. et al. 2014,0.199,-0.808,13.02,1.66
,this study,ODP 1209,260.7225,rmcd adj,65.825,D.-T. et al. 2014,0.197,-0.824,13.09,1.73
,this study,ODP 1209,260.7325,rmcd adj,65.828,D.-T. et al. 2014,0.194,-0.821,13.08,1.72
,this study,ODP 1209,260.7425,rmcd adj,65.83,D.-T. et al. 2014,0.192,-0.78,12.89,1.53
,this study,ODP 1209,260.7525,rmcd adj,65.832,D.-T. et al. 2014,0.19,-0.752,12.77,1.41
,this study,ODP 1209,260.7625,rmcd adj,65.834,D.-T. et al. 2014,0.188,-0.826,13.1,1.74
,this study,ODP 1209,260.7725,rmcd adj,65.836,D.-T. et al. 2014,0.186,-0.61,12.12,0.76
,this study,ODP 1209,260.7825,rmcd adj,65.838,D.-T. et al. 2014,0.184,-0.641,12.26,0.9
,this study,ODP 1209,260.7925,rmcd adj,65.841,D.-T. et al. 2014,0.181,-0.646,12.29,0.93
,this study,ODP 1209,260.8025,rmcd adj,65.843,D.-T. et al. 2014,0.179,-0.587,12.02,0.66
,this study,ODP 1209,260.8125,rmcd adj,65.845,D.-T. et al. 2014,0.177,-0.509,11.67,0.31
,this study,ODP 1209,260.8225,rmcd adj,65.847,D.-T. et al. 2014,0.175,-0.497,11.61,0.25
,this study,ODP 1209,260.8325,rmcd adj,65.849,D.-T. et al. 2014,0.173,-0.519,11.71,0.36
,this study,ODP 1209,260.8425,rmcd adj,65.851,D.-T. et al. 2014,0.171,-0.491,11.59,0.23
,this study,ODP 1209,260.8525,rmcd adj,65.853,D.-T. et al. 2014,0.169,-0.519,11.71,0.35
,this study,ODP 1209,260.8625,rmcd adj,65.856,D.-T. et al. 2014,0.166,-0.395,11.16,-0.2
,this study,ODP 1209,260.8725,rmcd adj,65.858,D.-T. et al. 2014,0.164,-0.421,11.27,-0.09
,this study,ODP 1209,260.8825,rmcd adj,65.86,D.-T. et al. 2014,0.162,-0.386,11.12,-0.24
,this study,ODP 1209,260.9025,rmcd adj,65.864,D.-T. et al. 2014,0.158,-0.433,11.33,-0.03
,this study,ODP 1209,260.9125,rmcd adj,65.866,D.-T. et al. 2014,0.156,-0.506,11.66,0.3
,this study,ODP 1209,260.9225,rmcd adj,65.868,D.-T. et al. 2014,0.154,-0.408,11.21,-0.15
,this study,ODP 1209,260.9325,rmcd adj,65.871,D.-T. et al. 2014,0.151,-0.403,11.19,-0.17
,this study,ODP 1209,260.9425,rmcd adj,65.873,D.-T. et al. 2014,0.149,-0.462,11.46,0.1
,this study,ODP 1209,260.9525,rmcd adj,65.875,D.-T. et al. 2014,0.147,-0.494,11.6,0.24
,this study,ODP 1209,260.9625,rmcd adj,65.877,D.-T. et al. 2014,0.145,-0.431,11.32,-0.04
,this study,ODP 1209,260.9725,rmcd adj,65.879,D.-T. et al. 2014,0.143,-0.495,11.6,0.24
,this study,ODP 1209,260.9825,rmcd adj,65.881,D.-T. et al. 2014,0.141,-0.446,11.38,0.02
,this study,ODP 1209,260.9925,rmcd adj,65.884,D.-T. et al. 2014,0.138,-0.506,11.65,0.29
,this study,ODP 1209,261.0025,rmcd adj,65.886,D.-T. et al. 2014,0.136,-0.547,11.84,0.48
,this study,ODP 1209,261.0125,rmcd adj,65.888,D.-T. et al. 2014,0.134,-0.504,11.65,0.29
,this study,ODP 1209,261.0225,rmcd adj,65.89,D.-T. et al. 2014,0.132,-0.485,11.56,0.2
,this study,ODP 1209,261.0325,rmcd adj,65.892,D.-T. et al. 2014,0.13,-0.868,13.29,1.93
,this study,ODP 1209,261.0425,rmcd adj,65.894,D.-T. et al. 2014,0.128,-0.567,11.93,0.57
,this study,ODP 1209,261.0525,rmcd adj,65.896,D.-T. et al. 2014,0.126,-0.458,11.44,0.08
,this study,ODP 1209,261.0625,rmcd adj,65.899,D.-T. et al. 2014,0.123,-0.574,11.96,0.6
,this study,ODP 1209,261.0725,rmcd adj,65.901,D.-T. et al. 2014,0.121,-0.578,11.98,0.62
,this study,ODP 1209,261.0825,rmcd adj,65.903,D.-T. et al. 2014,0.119,-0.599,12.07,0.71
,this study,ODP 1209,261.0925,rmcd adj,65.905,D.-T. et al. 2014,0.117,-0.565,11.92,0.56
,this study,ODP 1209,261.1025,rmcd adj,65.907,D.-T. et al. 2014,0.115,-0.514,11.69,0.33
,this study,ODP 1209,261.1125,rmcd adj,65.909,D.-T. et al. 2014,0.113,-0.527,11.75,0.39
,this study,ODP 1209,261.1225,rmcd adj,65.912,D.-T. et al. 2014,0.11,-0.54,11.81,0.45
,this study,ODP 1209,261.1325,rmcd adj,65.914,D.-T. et al. 2014,0.106,-0.468,11.49,0.13
,this study,ODP 1209,261.1425,rmcd adj,65.916,D.-T. et al. 2014,0.102,-0.617,12.16,0.8
,this study,ODP 1209,261.1525,rmcd adj,65.919,D.-T. et al. 2014,0.098,-0.505,11.65,0.29
,this study,ODP 1209,261.1625,rmcd adj,65.921,D.-T. et al. 2014,0.093,-0.497,11.62,0.26
,this study,ODP 1209,261.1725,rmcd adj,65.924,D.-T. et al. 2014,0.089,-0.415,11.24,-0.11
,this study,ODP 1209,261.1825,rmcd adj,65.926,D.-T. et al. 2014,0.085,-0.417,11.26,-0.1
,this study,ODP 1209,261.1925,rmcd adj,65.928,D.-T. et al. 2014,0.081,-0.366,11.03,-0.33
,this study,ODP 1209,261.2025,rmcd adj,65.931,D.-T. et al. 2014,0.077,-0.422,11.28,-0.08
